leverdatum,productcode,product,leverancier,aantal,besteleenheid,bedrag
2026-07-07,WIJN01,"Huiswijn wit doos 6x0,75",Wijnhuis Vermeer,9,doos,372.6
2026-07-14,WIJN01,"Huiswijn wit doos 6x0,75",Wijnhuis Vermeer,5,doos,207.0
2026-07-21,WIJN01,"Huiswijn wit doos 6x0,75",Wijnhuis Vermeer,8,doos,331.2
2026-07-28,WIJN01,"Huiswijn wit doos 6x0,75",Wijnhuis Vermeer,5,doos,207.0
2026-08-04,WIJN01,"Huiswijn wit doos 6x0,75",Wijnhuis Vermeer,6,doos,248.4
2026-08-11,WIJN01,"Huiswijn wit doos 6x0,75",Wijnhuis Vermeer,8,doos,331.2
2026-08-18,WIJN01,"Huiswijn wit doos 6x0,75",Wijnhuis Vermeer,5,doos,207.0
2026-08-25,WIJN01,"Huiswijn wit doos 6x0,75",Wijnhuis Vermeer,7,doos,289.8
2023-09-05,WIJN02,"Huiswijn rood doos 6x0,75",Wijnhuis Vermeer,5,doos,207.0
2023-09-12,WIJN02,"Huiswijn rood doos 6x0,75",Wijnhuis Vermeer,5,doos,207.0
2023-09-19,WIJN02,"Huiswijn rood doos 6x0,75",Wijnhuis Vermeer,4,doos,165.6
2023-09-26,WIJN02,"Huiswijn rood doos 6x0,75",Wijnhuis Vermeer,2,doos,82.8
2023-10-03,WIJN02,"Huiswijn rood doos 6x0,75",Wijnhuis Vermeer,3,doos,124.2
2023-10-10,WIJN02,"Huiswijn rood doos 6x0,75",Wijnhuis Vermeer,5,doos,207.0
2023-10-17,WIJN02,"Huiswijn rood doos 6x0,75",Wijnhuis Vermeer,3,doos,124.2
2023-10-24,WIJN02,"Huiswijn rood doos 6x0,75",Wijnhuis Vermeer,3,doos,124.2
2023-10-31,WIJN02,"Huiswijn rood doos 6x0,75",Wijnhuis Vermeer,3,doos,124.2
2023-11-07,WIJN02,"Huiswijn rood doos 6x0,75",Wijnhuis Vermeer,2,doos,82.8
2023-11-14,WIJN02,"Huiswijn rood doos 6x0,75",Wijnhuis Vermeer,4,doos,165.6
2023-11-21,WIJN02,"Huiswijn rood doos 6x0,75",Wijnhuis Vermeer,2,doos,82.8
2023-11-28,WIJN02,"Huiswijn rood doos 6x0,75",Wijnhuis Vermeer,2,doos,82.8
2023-12-05,WIJN02,"Huiswijn rood doos 6x0,75",Wijnhuis Vermeer,4,doos,165.6
2023-12-12,WIJN02,"Huiswijn rood doos 6x0,75",Wijnhuis Vermeer,3,doos,124.2
2023-12-19,WIJN02,"Huiswijn rood doos 6x0,75",Wijnhuis Vermeer,2,doos,82.8
2023-12-26,WIJN02,"Huiswijn rood doos 6x0,75",Wijnhuis Vermeer,3,doos,124.2
2024-01-02,WIJN02,"Huiswijn rood doos 6x0,75",Wijnhuis Vermeer,1,doos,41.4
2024-01-09,WIJN02,"Huiswijn rood doos 6x0,75",Wijnhuis Vermeer,3,doos,124.2
2024-01-16,WIJN02,"Huiswijn rood doos 6x0,75",Wijnhuis Vermeer,2,doos,82.8
2024-01-23,WIJN02,"Huiswijn rood doos 6x0,75",Wijnhuis Vermeer,2,doos,82.8
2024-01-30,WIJN02,"Huiswijn rood doos 6x0,75",Wijnhuis Vermeer,3,doos,124.2
2024-02-06,WIJN02,"Huiswijn rood doos 6x0,75",Wijnhuis Vermeer,2,doos,82.8
2024-02-13,WIJN02,"Huiswijn rood doos 6x0,75",Wijnhuis Vermeer,3,doos,124.2
2024-02-20,WIJN02,"Huiswijn rood doos 6x0,75",Wijnhuis Vermeer,3,doos,124.2
2024-02-27,WIJN02,"Huiswijn rood doos 6x0,75",Wijnhuis Vermeer,3,doos,124.2
2024-03-05,WIJN02,"Huiswijn rood doos 6x0,75",Wijnhuis Vermeer,2,doos,82.8
2024-03-12,WIJN02,"Huiswijn rood doos 6x0,75",Wijnhuis Vermeer,4,doos,165.6
2024-03-19,WIJN02,"Huiswijn rood doos 6x0,75",Wijnhuis Vermeer,3,doos,124.2
2024-03-26,WIJN02,"Huiswijn rood doos 6x0,75",Wijnhuis Vermeer,4,doos,165.6
2024-04-02,WIJN02,"Huiswijn rood doos 6x0,75",Wijnhuis Vermeer,3,doos,124.2
2024-04-09,WIJN02,"Huiswijn rood doos 6x0,75",Wijnhuis Vermeer,2,doos,82.8
2024-04-16,WIJN02,"Huiswijn rood doos 6x0,75",Wijnhuis Vermeer,3,doos,124.2
2024-04-23,WIJN02,"Huiswijn rood doos 6x0,75",Wijnhuis Vermeer,4,doos,165.6
2024-04-30,WIJN02,"Huiswijn rood doos 6x0,75",Wijnhuis Vermeer,3,doos,124.2
2024-05-07,WIJN02,"Huiswijn rood doos 6x0,75",Wijnhuis Vermeer,5,doos,207.0
2024-05-14,WIJN02,"Huiswijn rood doos 6x0,75",Wijnhuis Vermeer,4,doos,165.6
2024-05-21,WIJN02,"Huiswijn rood doos 6x0,75",Wijnhuis Vermeer,4,doos,165.6
2024-05-28,WIJN02,"Huiswijn rood doos 6x0,75",Wijnhuis Vermeer,5,doos,207.0
2024-06-04,WIJN02,"Huiswijn rood doos 6x0,75",Wijnhuis Vermeer,6,doos,248.4
2024-06-11,WIJN02,"Huiswijn rood doos 6x0,75",Wijnhuis Vermeer,4,doos,165.6
2024-06-18,WIJN02,"Huiswijn rood doos 6x0,75",Wijnhuis Vermeer,4,doos,165.6
2024-06-25,WIJN02,"Huiswijn rood doos 6x0,75",Wijnhuis Vermeer,6,doos,248.4
2024-07-02,WIJN02,"Huiswijn rood doos 6x0,75",Wijnhuis Vermeer,6,doos,248.4
2024-07-09,WIJN02,"Huiswijn rood doos 6x0,75",Wijnhuis Vermeer,5,doos,207.0
2024-07-16,WIJN02,"Huiswijn rood doos 6x0,75",Wijnhuis Vermeer,5,doos,207.0
2024-07-23,WIJN02,"Huiswijn rood doos 6x0,75",Wijnhuis Vermeer,6,doos,248.4
2024-07-30,WIJN02,"Huiswijn rood doos 6x0,75",Wijnhuis Vermeer,5,doos,207.0
2024-08-06,WIJN02,"Huiswijn rood doos 6x0,75",Wijnhuis Vermeer,5,doos,207.0
2024-08-13,WIJN02,"Huiswijn rood doos 6x0,75",Wijnhuis Vermeer,5,doos,207.0
2024-08-20,WIJN02,"Huiswijn rood doos 6x0,75",Wijnhuis Vermeer,7,doos,289.8
2024-08-27,WIJN02,"Huiswijn rood doos 6x0,75",Wijnhuis Vermeer,5,doos,207.0
2024-09-03,WIJN02,"Huiswijn rood doos 6x0,75",Wijnhuis Vermeer,4,doos,165.6
2024-09-10,WIJN02,"Huiswijn rood doos 6x0,75",Wijnhuis Vermeer,3,doos,124.2
2024-09-17,WIJN02,"Huiswijn rood doos 6x0,75",Wijnhuis Vermeer,3,doos,124.2
2024-09-24,WIJN02,"Huiswijn rood doos 6x0,75",Wijnhuis Vermeer,4,doos,165.6
2024-10-01,WIJN02,"Huiswijn rood doos 6x0,75",Wijnhuis Vermeer,4,doos,165.6
2024-10-08,WIJN02,"Huiswijn rood doos 6x0,75",Wijnhuis Vermeer,4,doos,165.6
2024-10-15,WIJN02,"Huiswijn rood doos 6x0,75",Wijnhuis Vermeer,5,doos,207.0
2024-10-22,WIJN02,"Huiswijn rood doos 6x0,75",Wijnhuis Vermeer,2,doos,82.8
2024-10-29,WIJN02,"Huiswijn rood doos 6x0,75",Wijnhuis Vermeer,4,doos,165.6
2024-11-05,WIJN02,"Huiswijn rood doos 6x0,75",Wijnhuis Vermeer,3,doos,124.2
2024-11-12,WIJN02,"Huiswijn rood doos 6x0,75",Wijnhuis Vermeer,4,doos,165.6
2024-11-19,WIJN02,"Huiswijn rood doos 6x0,75",Wijnhuis Vermeer,3,doos,124.2
2024-11-26,WIJN02,"Huiswijn rood doos 6x0,75",Wijnhuis Vermeer,3,doos,124.2
2024-12-03,WIJN02,"Huiswijn rood doos 6x0,75",Wijnhuis Vermeer,3,doos,124.2
2024-12-10,WIJN02,"Huiswijn rood doos 6x0,75",Wijnhuis Vermeer,3,doos,124.2
2024-12-17,WIJN02,"Huiswijn rood doos 6x0,75",Wijnhuis Vermeer,5,doos,207.0
2024-12-24,WIJN02,"Huiswijn rood doos 6x0,75",Wijnhuis Vermeer,3,doos,124.2
2024-12-31,WIJN02,"Huiswijn rood doos 6x0,75",Wijnhuis Vermeer,3,doos,124.2
2025-01-07,WIJN02,"Huiswijn rood doos 6x0,75",Wijnhuis Vermeer,1,doos,41.4
2025-01-14,WIJN02,"Huiswijn rood doos 6x0,75",Wijnhuis Vermeer,1,doos,41.4
2025-01-21,WIJN02,"Huiswijn rood doos 6x0,75",Wijnhuis Vermeer,2,doos,82.8
2025-01-28,WIJN02,"Huiswijn rood doos 6x0,75",Wijnhuis Vermeer,2,doos,82.8
2025-02-04,WIJN02,"Huiswijn rood doos 6x0,75",Wijnhuis Vermeer,3,doos,124.2
2025-02-11,WIJN02,"Huiswijn rood doos 6x0,75",Wijnhuis Vermeer,4,doos,165.6
2025-02-18,WIJN02,"Huiswijn rood doos 6x0,75",Wijnhuis Vermeer,3,doos,124.2
2025-02-25,WIJN02,"Huiswijn rood doos 6x0,75",Wijnhuis Vermeer,3,doos,124.2
2025-03-04,WIJN02,"Huiswijn rood doos 6x0,75",Wijnhuis Vermeer,3,doos,124.2
2025-03-11,WIJN02,"Huiswijn rood doos 6x0,75",Wijnhuis Vermeer,3,doos,124.2
2025-03-18,WIJN02,"Huiswijn rood doos 6x0,75",Wijnhuis Vermeer,3,doos,124.2
2025-03-25,WIJN02,"Huiswijn rood doos 6x0,75",Wijnhuis Vermeer,4,doos,165.6
2025-04-01,WIJN02,"Huiswijn rood doos 6x0,75",Wijnhuis Vermeer,4,doos,165.6
2025-04-08,WIJN02,"Huiswijn rood doos 6x0,75",Wijnhuis Vermeer,3,doos,124.2
2025-04-15,WIJN02,"Huiswijn rood doos 6x0,75",Wijnhuis Vermeer,5,doos,207.0
2025-04-22,WIJN02,"Huiswijn rood doos 6x0,75",Wijnhuis Vermeer,4,doos,165.6
2025-04-29,WIJN02,"Huiswijn rood doos 6x0,75",Wijnhuis Vermeer,4,doos,165.6
2025-05-06,WIJN02,"Huiswijn rood doos 6x0,75",Wijnhuis Vermeer,3,doos,124.2
2025-05-13,WIJN02,"Huiswijn rood doos 6x0,75",Wijnhuis Vermeer,5,doos,207.0
2025-05-20,WIJN02,"Huiswijn rood doos 6x0,75",Wijnhuis Vermeer,4,doos,165.6
2025-05-27,WIJN02,"Huiswijn rood doos 6x0,75",Wijnhuis Vermeer,6,doos,248.4
2025-06-03,WIJN02,"Huiswijn rood doos 6x0,75",Wijnhuis Vermeer,4,doos,165.6
2025-06-10,WIJN02,"Huiswijn rood doos 6x0,75",Wijnhuis Vermeer,6,doos,248.4
2025-06-17,WIJN02,"Huiswijn rood doos 6x0,75",Wijnhuis Vermeer,7,doos,289.8
2025-06-24,WIJN02,"Huiswijn rood doos 6x0,75",Wijnhuis Vermeer,5,doos,207.0
2025-07-01,WIJN02,"Huiswijn rood doos 6x0,75",Wijnhuis Vermeer,5,doos,207.0
2025-07-08,WIJN02,"Huiswijn rood doos 6x0,75",Wijnhuis Vermeer,5,doos,207.0
2025-07-15,WIJN02,"Huiswijn rood doos 6x0,75",Wijnhuis Vermeer,7,doos,289.8
2025-07-22,WIJN02,"Huiswijn rood doos 6x0,75",Wijnhuis Vermeer,4,doos,165.6
2025-07-29,WIJN02,"Huiswijn rood doos 6x0,75",Wijnhuis Vermeer,7,doos,289.8
2025-08-05,WIJN02,"Huiswijn rood doos 6x0,75",Wijnhuis Vermeer,6,doos,248.4
2025-08-12,WIJN02,"Huiswijn rood doos 6x0,75",Wijnhuis Vermeer,5,doos,207.0
2025-08-19,WIJN02,"Huiswijn rood doos 6x0,75",Wijnhuis Vermeer,3,doos,124.2
2025-08-26,WIJN02,"Huiswijn rood doos 6x0,75",Wijnhuis Vermeer,5,doos,207.0
2025-09-02,WIJN02,"Huiswijn rood doos 6x0,75",Wijnhuis Vermeer,6,doos,248.4
2025-09-09,WIJN02,"Huiswijn rood doos 6x0,75",Wijnhuis Vermeer,4,doos,165.6
2025-09-16,WIJN02,"Huiswijn rood doos 6x0,75",Wijnhuis Vermeer,3,doos,124.2
2025-09-23,WIJN02,"Huiswijn rood doos 6x0,75",Wijnhuis Vermeer,5,doos,207.0
2025-09-30,WIJN02,"Huiswijn rood doos 6x0,75",Wijnhuis Vermeer,4,doos,165.6
2025-10-07,WIJN02,"Huiswijn rood doos 6x0,75",Wijnhuis Vermeer,1,doos,41.4
2025-10-14,WIJN02,"Huiswijn rood doos 6x0,75",Wijnhuis Vermeer,4,doos,165.6
2025-10-21,WIJN02,"Huiswijn rood doos 6x0,75",Wijnhuis Vermeer,4,doos,165.6
2025-10-28,WIJN02,"Huiswijn rood doos 6x0,75",Wijnhuis Vermeer,3,doos,124.2
2025-11-04,WIJN02,"Huiswijn rood doos 6x0,75",Wijnhuis Vermeer,4,doos,165.6
2025-11-11,WIJN02,"Huiswijn rood doos 6x0,75",Wijnhuis Vermeer,4,doos,165.6
2025-11-18,WIJN02,"Huiswijn rood doos 6x0,75",Wijnhuis Vermeer,2,doos,82.8
2025-11-25,WIJN02,"Huiswijn rood doos 6x0,75",Wijnhuis Vermeer,4,doos,165.6
2025-12-02,WIJN02,"Huiswijn rood doos 6x0,75",Wijnhuis Vermeer,3,doos,124.2
2025-12-09,WIJN02,"Huiswijn rood doos 6x0,75",Wijnhuis Vermeer,4,doos,165.6
2025-12-16,WIJN02,"Huiswijn rood doos 6x0,75",Wijnhuis Vermeer,4,doos,165.6
2025-12-23,WIJN02,"Huiswijn rood doos 6x0,75",Wijnhuis Vermeer,5,doos,207.0
2025-12-30,WIJN02,"Huiswijn rood doos 6x0,75",Wijnhuis Vermeer,2,doos,82.8
2026-01-06,WIJN02,"Huiswijn rood doos 6x0,75",Wijnhuis Vermeer,2,doos,82.8
2026-01-13,WIJN02,"Huiswijn rood doos 6x0,75",Wijnhuis Vermeer,2,doos,82.8
2026-01-20,WIJN02,"Huiswijn rood doos 6x0,75",Wijnhuis Vermeer,2,doos,82.8
2026-01-27,WIJN02,"Huiswijn rood doos 6x0,75",Wijnhuis Vermeer,2,doos,82.8
2026-02-03,WIJN02,"Huiswijn rood doos 6x0,75",Wijnhuis Vermeer,2,doos,82.8
2026-02-10,WIJN02,"Huiswijn rood doos 6x0,75",Wijnhuis Vermeer,4,doos,165.6
2026-02-17,WIJN02,"Huiswijn rood doos 6x0,75",Wijnhuis Vermeer,2,doos,82.8
2026-02-24,WIJN02,"Huiswijn rood doos 6x0,75",Wijnhuis Vermeer,2,doos,82.8
2026-03-03,WIJN02,"Huiswijn rood doos 6x0,75",Wijnhuis Vermeer,4,doos,165.6
2026-03-10,WIJN02,"Huiswijn rood doos 6x0,75",Wijnhuis Vermeer,2,doos,82.8
2026-03-17,WIJN02,"Huiswijn rood doos 6x0,75",Wijnhuis Vermeer,4,doos,165.6
2026-03-24,WIJN02,"Huiswijn rood doos 6x0,75",Wijnhuis Vermeer,4,doos,165.6
2026-03-31,WIJN02,"Huiswijn rood doos 6x0,75",Wijnhuis Vermeer,4,doos,165.6
2026-04-07,WIJN02,"Huiswijn rood doos 6x0,75",Wijnhuis Vermeer,3,doos,124.2
2026-04-14,WIJN02,"Huiswijn rood doos 6x0,75",Wijnhuis Vermeer,4,doos,165.6
2026-04-21,WIJN02,"Huiswijn rood doos 6x0,75",Wijnhuis Vermeer,3,doos,124.2
2026-04-28,WIJN02,"Huiswijn rood doos 6x0,75",Wijnhuis Vermeer,4,doos,165.6
2026-05-05,WIJN02,"Huiswijn rood doos 6x0,75",Wijnhuis Vermeer,5,doos,207.0
2026-05-12,WIJN02,"Huiswijn rood doos 6x0,75",Wijnhuis Vermeer,4,doos,165.6
2026-05-19,WIJN02,"Huiswijn rood doos 6x0,75",Wijnhuis Vermeer,5,doos,207.0
2026-05-26,WIJN02,"Huiswijn rood doos 6x0,75",Wijnhuis Vermeer,3,doos,124.2
2026-06-02,WIJN02,"Huiswijn rood doos 6x0,75",Wijnhuis Vermeer,5,doos,207.0
2026-06-09,WIJN02,"Huiswijn rood doos 6x0,75",Wijnhuis Vermeer,6,doos,248.4
2026-06-16,WIJN02,"Huiswijn rood doos 6x0,75",Wijnhuis Vermeer,6,doos,248.4
2026-06-23,WIJN02,"Huiswijn rood doos 6x0,75",Wijnhuis Vermeer,5,doos,207.0
2026-06-30,WIJN02,"Huiswijn rood doos 6x0,75",Wijnhuis Vermeer,5,doos,207.0
2026-07-07,WIJN02,"Huiswijn rood doos 6x0,75",Wijnhuis Vermeer,7,doos,289.8
2026-07-14,WIJN02,"Huiswijn rood doos 6x0,75",Wijnhuis Vermeer,7,doos,289.8
2026-07-21,WIJN02,"Huiswijn rood doos 6x0,75",Wijnhuis Vermeer,7,doos,289.8
2026-07-28,WIJN02,"Huiswijn rood doos 6x0,75",Wijnhuis Vermeer,5,doos,207.0
2026-08-04,WIJN02,"Huiswijn rood doos 6x0,75",Wijnhuis Vermeer,7,doos,289.8
2026-08-11,WIJN02,"Huiswijn rood doos 6x0,75",Wijnhuis Vermeer,5,doos,207.0
2026-08-18,WIJN02,"Huiswijn rood doos 6x0,75",Wijnhuis Vermeer,4,doos,165.6
2026-08-25,WIJN02,"Huiswijn rood doos 6x0,75",Wijnhuis Vermeer,6,doos,248.4
2023-09-05,WIJN03,"Prosecco doos 6x0,75",Wijnhuis Vermeer,4,doos,213.6
2023-09-19,WIJN03,"Prosecco doos 6x0,75",Wijnhuis Vermeer,2,doos,106.8
2023-09-26,WIJN03,"Prosecco doos 6x0,75",Wijnhuis Vermeer,1,doos,53.4
2023-10-03,WIJN03,"Prosecco doos 6x0,75",Wijnhuis Vermeer,1,doos,53.4
2023-10-10,WIJN03,"Prosecco doos 6x0,75",Wijnhuis Vermeer,2,doos,106.8
2023-10-17,WIJN03,"Prosecco doos 6x0,75",Wijnhuis Vermeer,1,doos,53.4
2023-10-24,WIJN03,"Prosecco doos 6x0,75",Wijnhuis Vermeer,2,doos,106.8
2023-10-31,WIJN03,"Prosecco doos 6x0,75",Wijnhuis Vermeer,2,doos,106.8
2023-11-07,WIJN03,"Prosecco doos 6x0,75",Wijnhuis Vermeer,2,doos,106.8
2023-11-14,WIJN03,"Prosecco doos 6x0,75",Wijnhuis Vermeer,1,doos,53.4
2023-11-21,WIJN03,"Prosecco doos 6x0,75",Wijnhuis Vermeer,1,doos,53.4
2023-11-28,WIJN03,"Prosecco doos 6x0,75",Wijnhuis Vermeer,1,doos,53.4
2023-12-05,WIJN03,"Prosecco doos 6x0,75",Wijnhuis Vermeer,2,doos,106.8
2023-12-12,WIJN03,"Prosecco doos 6x0,75",Wijnhuis Vermeer,1,doos,53.4
2023-12-19,WIJN03,"Prosecco doos 6x0,75",Wijnhuis Vermeer,1,doos,53.4
2023-12-26,WIJN03,"Prosecco doos 6x0,75",Wijnhuis Vermeer,2,doos,106.8
2024-01-02,WIJN03,"Prosecco doos 6x0,75",Wijnhuis Vermeer,1,doos,53.4
2024-01-09,WIJN03,"Prosecco doos 6x0,75",Wijnhuis Vermeer,1,doos,53.4
2024-01-16,WIJN03,"Prosecco doos 6x0,75",Wijnhuis Vermeer,1,doos,53.4
2024-01-23,WIJN03,"Prosecco doos 6x0,75",Wijnhuis Vermeer,1,doos,53.4
2024-02-06,WIJN03,"Prosecco doos 6x0,75",Wijnhuis Vermeer,1,doos,53.4
2024-02-13,WIJN03,"Prosecco doos 6x0,75",Wijnhuis Vermeer,1,doos,53.4
2024-02-20,WIJN03,"Prosecco doos 6x0,75",Wijnhuis Vermeer,1,doos,53.4
2024-02-27,WIJN03,"Prosecco doos 6x0,75",Wijnhuis Vermeer,2,doos,106.8
2024-03-05,WIJN03,"Prosecco doos 6x0,75",Wijnhuis Vermeer,1,doos,53.4
2024-03-12,WIJN03,"Prosecco doos 6x0,75",Wijnhuis Vermeer,2,doos,106.8
2024-03-19,WIJN03,"Prosecco doos 6x0,75",Wijnhuis Vermeer,1,doos,53.4
2024-03-26,WIJN03,"Prosecco doos 6x0,75",Wijnhuis Vermeer,2,doos,106.8
2024-04-02,WIJN03,"Prosecco doos 6x0,75",Wijnhuis Vermeer,1,doos,53.4
2024-04-09,WIJN03,"Prosecco doos 6x0,75",Wijnhuis Vermeer,2,doos,106.8
2024-04-16,WIJN03,"Prosecco doos 6x0,75",Wijnhuis Vermeer,1,doos,53.4
2024-04-23,WIJN03,"Prosecco doos 6x0,75",Wijnhuis Vermeer,2,doos,106.8
2024-04-30,WIJN03,"Prosecco doos 6x0,75",Wijnhuis Vermeer,3,doos,160.2
2024-05-07,WIJN03,"Prosecco doos 6x0,75",Wijnhuis Vermeer,1,doos,53.4
2024-05-14,WIJN03,"Prosecco doos 6x0,75",Wijnhuis Vermeer,2,doos,106.8
2024-05-21,WIJN03,"Prosecco doos 6x0,75",Wijnhuis Vermeer,2,doos,106.8
2024-05-28,WIJN03,"Prosecco doos 6x0,75",Wijnhuis Vermeer,3,doos,160.2
2024-06-04,WIJN03,"Prosecco doos 6x0,75",Wijnhuis Vermeer,2,doos,106.8
2024-06-11,WIJN03,"Prosecco doos 6x0,75",Wijnhuis Vermeer,3,doos,160.2
2024-06-18,WIJN03,"Prosecco doos 6x0,75",Wijnhuis Vermeer,2,doos,106.8
2024-06-25,WIJN03,"Prosecco doos 6x0,75",Wijnhuis Vermeer,1,doos,53.4
2024-07-02,WIJN03,"Prosecco doos 6x0,75",Wijnhuis Vermeer,3,doos,160.2
2024-07-09,WIJN03,"Prosecco doos 6x0,75",Wijnhuis Vermeer,2,doos,106.8
2024-07-16,WIJN03,"Prosecco doos 6x0,75",Wijnhuis Vermeer,2,doos,106.8
2024-07-23,WIJN03,"Prosecco doos 6x0,75",Wijnhuis Vermeer,3,doos,160.2
2024-07-30,WIJN03,"Prosecco doos 6x0,75",Wijnhuis Vermeer,2,doos,106.8
2024-08-06,WIJN03,"Prosecco doos 6x0,75",Wijnhuis Vermeer,3,doos,160.2
2024-08-13,WIJN03,"Prosecco doos 6x0,75",Wijnhuis Vermeer,2,doos,106.8
2024-08-20,WIJN03,"Prosecco doos 6x0,75",Wijnhuis Vermeer,3,doos,160.2
2024-08-27,WIJN03,"Prosecco doos 6x0,75",Wijnhuis Vermeer,3,doos,160.2
2024-09-03,WIJN03,"Prosecco doos 6x0,75",Wijnhuis Vermeer,3,doos,160.2
2024-09-10,WIJN03,"Prosecco doos 6x0,75",Wijnhuis Vermeer,1,doos,53.4
2024-09-17,WIJN03,"Prosecco doos 6x0,75",Wijnhuis Vermeer,1,doos,53.4
2024-09-24,WIJN03,"Prosecco doos 6x0,75",Wijnhuis Vermeer,1,doos,53.4
2024-10-01,WIJN03,"Prosecco doos 6x0,75",Wijnhuis Vermeer,1,doos,53.4
2024-10-08,WIJN03,"Prosecco doos 6x0,75",Wijnhuis Vermeer,2,doos,106.8
2024-10-15,WIJN03,"Prosecco doos 6x0,75",Wijnhuis Vermeer,2,doos,106.8
2024-10-22,WIJN03,"Prosecco doos 6x0,75",Wijnhuis Vermeer,2,doos,106.8
2024-10-29,WIJN03,"Prosecco doos 6x0,75",Wijnhuis Vermeer,2,doos,106.8
2024-11-12,WIJN03,"Prosecco doos 6x0,75",Wijnhuis Vermeer,2,doos,106.8
2024-11-19,WIJN03,"Prosecco doos 6x0,75",Wijnhuis Vermeer,1,doos,53.4
2024-11-26,WIJN03,"Prosecco doos 6x0,75",Wijnhuis Vermeer,2,doos,106.8
2024-12-03,WIJN03,"Prosecco doos 6x0,75",Wijnhuis Vermeer,1,doos,53.4
2024-12-10,WIJN03,"Prosecco doos 6x0,75",Wijnhuis Vermeer,2,doos,106.8
2024-12-17,WIJN03,"Prosecco doos 6x0,75",Wijnhuis Vermeer,2,doos,106.8
2024-12-24,WIJN03,"Prosecco doos 6x0,75",Wijnhuis Vermeer,1,doos,53.4
2024-12-31,WIJN03,"Prosecco doos 6x0,75",Wijnhuis Vermeer,2,doos,106.8
2025-01-07,WIJN03,"Prosecco doos 6x0,75",Wijnhuis Vermeer,1,doos,53.4
2025-01-14,WIJN03,"Prosecco doos 6x0,75",Wijnhuis Vermeer,1,doos,53.4
2025-01-21,WIJN03,"Prosecco doos 6x0,75",Wijnhuis Vermeer,1,doos,53.4
2025-01-28,WIJN03,"Prosecco doos 6x0,75",Wijnhuis Vermeer,1,doos,53.4
2025-02-04,WIJN03,"Prosecco doos 6x0,75",Wijnhuis Vermeer,1,doos,53.4
2025-02-11,WIJN03,"Prosecco doos 6x0,75",Wijnhuis Vermeer,1,doos,53.4
2025-02-18,WIJN03,"Prosecco doos 6x0,75",Wijnhuis Vermeer,1,doos,53.4
2025-02-25,WIJN03,"Prosecco doos 6x0,75",Wijnhuis Vermeer,2,doos,106.8
2025-03-04,WIJN03,"Prosecco doos 6x0,75",Wijnhuis Vermeer,1,doos,53.4
2025-03-11,WIJN03,"Prosecco doos 6x0,75",Wijnhuis Vermeer,2,doos,106.8
2025-03-18,WIJN03,"Prosecco doos 6x0,75",Wijnhuis Vermeer,1,doos,53.4
2025-03-25,WIJN03,"Prosecco doos 6x0,75",Wijnhuis Vermeer,2,doos,106.8
2025-04-01,WIJN03,"Prosecco doos 6x0,75",Wijnhuis Vermeer,1,doos,53.4
2025-04-08,WIJN03,"Prosecco doos 6x0,75",Wijnhuis Vermeer,1,doos,53.4
2025-04-15,WIJN03,"Prosecco doos 6x0,75",Wijnhuis Vermeer,3,doos,160.2
2025-04-22,WIJN03,"Prosecco doos 6x0,75",Wijnhuis Vermeer,1,doos,53.4
2025-04-29,WIJN03,"Prosecco doos 6x0,75",Wijnhuis Vermeer,1,doos,53.4
2025-05-06,WIJN03,"Prosecco doos 6x0,75",Wijnhuis Vermeer,2,doos,106.8
2025-05-13,WIJN03,"Prosecco doos 6x0,75",Wijnhuis Vermeer,2,doos,106.8
2025-05-20,WIJN03,"Prosecco doos 6x0,75",Wijnhuis Vermeer,2,doos,106.8
2025-05-27,WIJN03,"Prosecco doos 6x0,75",Wijnhuis Vermeer,2,doos,106.8
2025-06-03,WIJN03,"Prosecco doos 6x0,75",Wijnhuis Vermeer,2,doos,106.8
2025-06-10,WIJN03,"Prosecco doos 6x0,75",Wijnhuis Vermeer,3,doos,160.2
2025-06-17,WIJN03,"Prosecco doos 6x0,75",Wijnhuis Vermeer,2,doos,106.8
2025-06-24,WIJN03,"Prosecco doos 6x0,75",Wijnhuis Vermeer,3,doos,160.2
2025-07-01,WIJN03,"Prosecco doos 6x0,75",Wijnhuis Vermeer,2,doos,106.8
2025-07-08,WIJN03,"Prosecco doos 6x0,75",Wijnhuis Vermeer,2,doos,106.8
2025-07-15,WIJN03,"Prosecco doos 6x0,75",Wijnhuis Vermeer,3,doos,160.2
2025-07-22,WIJN03,"Prosecco doos 6x0,75",Wijnhuis Vermeer,3,doos,160.2
2025-07-29,WIJN03,"Prosecco doos 6x0,75",Wijnhuis Vermeer,3,doos,160.2
2025-08-05,WIJN03,"Prosecco doos 6x0,75",Wijnhuis Vermeer,2,doos,106.8
2025-08-12,WIJN03,"Prosecco doos 6x0,75",Wijnhuis Vermeer,3,doos,160.2
2025-08-19,WIJN03,"Prosecco doos 6x0,75",Wijnhuis Vermeer,2,doos,106.8
2025-08-26,WIJN03,"Prosecco doos 6x0,75",Wijnhuis Vermeer,3,doos,160.2
2025-09-02,WIJN03,"Prosecco doos 6x0,75",Wijnhuis Vermeer,3,doos,160.2
2025-09-09,WIJN03,"Prosecco doos 6x0,75",Wijnhuis Vermeer,2,doos,106.8
2025-09-16,WIJN03,"Prosecco doos 6x0,75",Wijnhuis Vermeer,1,doos,53.4
2025-09-23,WIJN03,"Prosecco doos 6x0,75",Wijnhuis Vermeer,2,doos,106.8
