datum,weekdag,omzet,aantal_orders,ingeroosterde_uren,benodigde_uren_norm,loonkosten,omzet_per_uur,temp_c,neerslag_mm,zon_index,event
2024-06-10,Monday,3760.91,123,26.5,35.0,445.2,141.92,16.9,1.3,0.3,Kermis
2024-06-11,Tuesday,4855.99,154,27.8,45.1,467.04,174.68,21.3,0.0,0.63,Kermis
2024-06-12,Wednesday,5232.16,166,34.7,48.6,582.96,150.78,18.7,2.8,0.86,Kermis
2024-06-13,Thursday,5555.87,181,41.5,51.6,697.2,133.88,17.7,0.0,0.5,Kermis
2024-06-14,Friday,7343.8,263,53.6,68.2,900.48,137.01,22.7,0.0,1.0,Kaasmarkt
2024-06-15,Saturday,5164.64,192,56.7,48.0,952.56,91.09,16.1,0.0,1.0,
2024-06-16,Sunday,5201.28,168,42.3,48.3,710.64,122.96,16.7,0.0,0.71,
2024-06-17,Monday,2665.14,81,22.7,24.8,381.36,117.41,12.2,0.0,0.28,
2024-06-18,Tuesday,4282.71,112,29.8,39.8,500.64,143.72,23.1,5.1,0.21,
2024-06-19,Wednesday,4465.81,142,39.9,41.5,670.32,111.93,21.2,0.0,0.44,
2024-06-20,Thursday,5643.19,174,38.4,52.4,645.12,146.96,21.1,0.0,1.0,
2024-06-21,Friday,8252.56,247,53.6,76.7,900.48,153.97,20.4,0.0,1.0,Kaasmarkt
2024-06-22,Saturday,7128.23,232,56.3,66.2,945.84,126.61,18.7,0.0,1.0,
2024-06-23,Sunday,4709.65,142,46.9,43.8,787.92,100.42,19.1,0.0,0.97,
2024-06-24,Monday,2413.26,74,28.1,22.4,472.08,85.88,17.6,0.0,0.71,
2024-06-25,Tuesday,3017.19,92,30.7,28.0,515.76,98.28,17.8,0.0,1.0,
2024-06-26,Wednesday,5489.7,156,38.2,51.0,641.76,143.71,18.7,0.0,0.42,
2024-06-27,Thursday,3809.46,135,42.7,35.4,717.36,89.21,23.4,0.0,0.89,
2024-06-28,Friday,8346.91,281,50.9,77.6,855.12,163.99,20.4,0.0,1.0,Kaasmarkt
2024-06-29,Saturday,6972.1,242,56.5,64.8,949.2,123.4,18.5,10.6,0.77,
2024-06-30,Sunday,4438.29,153,43.4,41.2,729.12,102.26,16.8,0.0,0.74,
2024-07-01,Monday,3956.34,127,26.6,36.8,446.88,148.73,16.7,0.0,0.78,
2024-07-02,Tuesday,5092.52,175,30.1,47.3,505.68,169.19,23.9,0.0,1.0,
2024-07-03,Wednesday,4542.74,176,35.4,42.2,594.72,128.33,20.4,0.0,1.0,
2024-07-04,Thursday,6979.95,215,38.5,64.9,646.8,181.3,19.1,0.0,0.41,
2024-07-05,Friday,8893.68,296,50.4,82.6,846.72,176.46,17.8,0.0,0.75,Kaasmarkt
2024-07-06,Saturday,7484.63,226,62.9,69.6,1056.72,118.99,15.3,0.0,0.96,
2024-07-07,Sunday,5840.34,189,44.6,54.3,749.28,130.95,18.7,5.7,0.99,
2024-07-08,Monday,2827.62,109,29.3,26.3,492.24,96.51,21.7,0.0,0.62,
2024-07-09,Tuesday,3071.93,106,27.9,28.5,468.72,110.11,17.7,2.9,0.94,
2024-07-10,Wednesday,4048.67,129,31.0,37.6,520.8,130.6,18.2,0.0,0.79,
2024-07-11,Thursday,7218.78,223,38.6,67.1,648.48,187.02,18.3,0.0,1.0,
2024-07-12,Friday,7625.51,243,49.3,70.9,828.24,154.68,19.3,7.6,0.64,Kaasmarkt
2024-07-13,Saturday,6766.37,224,60.8,62.9,1021.44,111.29,13.9,0.0,0.33,
2024-07-14,Sunday,4783.63,172,41.4,44.5,695.52,115.55,18.2,0.0,0.78,
2024-07-15,Monday,3833.31,110,27.4,35.6,460.32,139.9,16.3,0.0,1.0,
2024-07-16,Tuesday,4114.14,135,27.1,38.2,455.28,151.81,21.8,0.0,1.0,
2024-07-17,Wednesday,4288.95,136,35.8,39.9,601.44,119.8,16.5,0.0,0.54,
2024-07-18,Thursday,4756.13,156,36.2,44.2,608.16,131.38,20.8,0.0,0.95,
2024-07-19,Friday,7638.97,257,56.2,71.0,944.16,135.92,23.9,0.0,0.46,Kaasmarkt
2024-07-20,Saturday,6576.92,220,59.0,61.1,991.2,111.47,18.0,3.3,0.48,
2024-07-21,Sunday,5122.35,183,42.2,47.6,708.96,121.38,17.0,0.0,0.48,
2024-07-22,Monday,4775.77,139,26.6,44.4,446.88,179.54,19.6,0.0,0.47,
2024-07-23,Tuesday,5409.26,144,28.3,50.3,475.44,191.14,18.9,0.0,0.67,
2024-07-24,Wednesday,4749.07,174,35.9,44.1,603.12,132.29,15.7,0.0,0.58,
2024-07-25,Thursday,4851.88,183,37.2,45.1,624.96,130.43,20.4,2.5,0.93,
2024-07-26,Friday,9621.57,320,49.7,89.4,834.96,193.59,25.3,0.0,1.0,Kaasmarkt
2024-07-27,Saturday,5941.0,194,55.6,55.2,934.08,106.85,18.0,7.6,0.43,
2024-07-28,Sunday,5511.12,182,41.3,51.2,693.84,133.44,18.2,0.0,0.53,
2024-07-29,Monday,2758.13,83,29.7,25.6,498.96,92.87,15.4,0.0,1.0,
2024-07-30,Tuesday,3546.76,121,29.6,33.0,497.28,119.82,19.8,0.0,0.25,
2024-07-31,Wednesday,5055.89,161,36.3,47.0,609.84,139.28,14.7,0.0,0.27,
2024-08-01,Thursday,4985.36,157,41.7,46.3,700.56,119.55,15.1,4.7,0.88,
2024-08-02,Friday,11096.8,351,49.8,103.1,836.64,222.83,22.7,0.3,1.0,Kaasmarkt
2024-08-03,Saturday,6765.85,216,56.2,62.9,944.16,120.39,15.7,6.9,0.85,
2024-08-04,Sunday,4957.73,170,42.4,46.1,712.32,116.93,22.0,0.0,0.82,
2024-08-05,Monday,3359.91,111,26.9,31.2,451.92,124.9,23.4,0.0,0.49,
2024-08-06,Tuesday,3984.44,123,31.0,37.0,520.8,128.53,19.3,0.0,0.72,
2024-08-07,Wednesday,4887.42,181,34.1,45.4,572.88,143.33,20.1,0.0,1.0,
2024-08-08,Thursday,6373.02,232,34.6,59.2,581.28,184.19,24.6,0.0,0.64,
2024-08-09,Friday,6468.15,250,48.3,60.1,811.44,133.92,17.6,0.0,0.66,Kaasmarkt
2024-08-10,Saturday,5473.8,183,54.1,50.9,908.88,101.18,16.3,13.0,0.0,
2024-08-11,Sunday,4439.78,157,40.0,41.3,672.0,110.99,13.8,0.0,0.2,
2024-08-12,Monday,2815.14,94,30.5,26.2,512.4,92.3,18.2,8.4,0.73,
2024-08-13,Tuesday,3834.57,111,28.9,35.6,485.52,132.68,22.7,5.9,0.73,
2024-08-14,Wednesday,5055.13,155,33.6,47.0,564.48,150.45,21.0,0.0,0.52,
2024-08-15,Thursday,4989.72,158,42.2,46.4,708.96,118.24,14.8,0.0,0.54,
2024-08-16,Friday,8256.17,240,55.4,76.7,930.72,149.03,15.0,6.6,0.38,Kaasmarkt
2024-08-17,Saturday,6751.8,212,59.2,62.7,994.56,114.05,16.1,1.4,0.99,
2024-08-18,Sunday,5062.51,178,45.0,47.0,756.0,112.5,18.6,0.0,0.52,
2024-08-19,Monday,2303.98,87,30.5,21.4,512.4,75.54,16.9,0.0,0.83,
2024-08-20,Tuesday,2686.48,106,29.2,25.0,490.56,92.0,18.1,7.6,0.0,
2024-08-21,Wednesday,3661.69,116,33.8,34.0,567.84,108.33,18.3,0.0,0.49,
2024-08-22,Thursday,4067.09,138,35.1,37.8,589.68,115.87,16.3,2.4,0.9,
2024-08-23,Friday,7238.78,237,48.5,67.3,814.8,149.25,17.1,0.0,1.0,Kaasmarkt
2024-08-24,Saturday,6478.72,206,61.8,60.2,1038.24,104.83,17.8,0.0,0.52,
2024-08-25,Sunday,4177.47,140,40.7,38.8,683.76,102.64,16.7,0.0,0.64,
2024-08-26,Monday,2215.23,81,26.3,20.6,441.84,84.23,18.5,0.0,1.0,
2024-08-27,Tuesday,4601.41,149,33.5,42.8,562.8,137.36,22.8,0.0,0.76,
2024-08-28,Wednesday,4433.28,137,35.9,41.2,603.12,123.49,18.6,0.0,0.71,
2024-08-29,Thursday,4385.83,152,37.2,40.8,624.96,117.9,16.8,0.0,1.0,
2024-08-30,Friday,6753.04,245,53.2,62.8,893.76,126.94,11.1,3.1,0.21,Kaasmarkt
2024-08-31,Saturday,6205.09,225,65.8,57.7,1105.44,94.3,17.7,0.0,1.0,
2024-09-01,Sunday,4586.94,139,45.2,42.6,759.36,101.48,10.1,1.1,0.39,
2024-09-02,Monday,1858.53,69,26.9,17.3,451.92,69.09,11.7,8.3,0.0,
2024-09-03,Tuesday,4467.68,124,25.6,41.5,430.08,174.52,18.8,2.7,0.71,
2024-09-04,Wednesday,4160.1,138,32.0,38.7,537.6,130.0,18.2,0.8,0.83,
2024-09-05,Thursday,5011.63,139,36.4,46.6,611.52,137.68,15.4,0.0,0.46,
2024-09-06,Friday,5752.28,189,44.8,53.5,752.64,128.4,10.3,0.0,0.22,Kaasmarkt
2024-09-07,Saturday,6816.22,218,45.8,63.3,769.44,148.83,14.5,0.0,1.0,
2024-09-08,Sunday,4483.9,156,38.2,41.7,641.76,117.38,13.4,0.0,0.15,
2024-09-09,Monday,2198.86,75,25.2,20.4,423.36,87.26,17.4,0.0,1.0,
2024-09-10,Tuesday,3569.18,118,29.2,33.2,490.56,122.23,22.5,0.0,0.98,
2024-09-11,Wednesday,3510.65,118,27.6,32.6,463.68,127.2,15.9,0.0,0.84,
2024-09-12,Thursday,3708.17,117,32.2,34.5,540.96,115.16,12.5,1.1,0.36,
2024-09-13,Friday,4105.55,159,51.1,38.2,858.48,80.34,11.2,0.0,0.4,Kaasmarkt
2024-09-14,Saturday,7744.04,227,52.0,72.0,873.6,148.92,14.6,0.0,1.0,
2024-09-15,Sunday,3722.7,125,43.3,34.6,727.44,85.97,14.1,3.1,0.6,
2024-09-16,Monday,2058.86,69,23.2,19.1,389.76,88.74,10.9,3.7,0.13,
2024-09-17,Tuesday,3077.44,95,30.7,28.6,515.76,100.24,14.8,0.0,0.81,
2024-09-18,Wednesday,2929.0,88,34.3,27.2,576.24,85.39,10.6,0.0,0.58,
2024-09-19,Thursday,4433.12,136,29.7,41.2,498.96,149.26,17.7,0.0,1.0,
2024-09-20,Friday,5473.62,184,45.6,50.9,766.08,120.04,17.4,0.0,0.59,Kaasmarkt
2024-09-21,Saturday,5395.42,181,52.9,50.1,888.72,101.99,17.4,2.9,0.64,
2024-09-22,Sunday,3984.98,125,39.7,37.0,666.96,100.38,12.2,0.3,0.24,
2024-09-23,Monday,2952.99,86,25.1,27.4,421.68,117.65,15.3,1.0,0.84,
2024-09-24,Tuesday,2628.35,89,27.9,24.4,468.72,94.21,13.0,1.8,0.28,
2024-09-25,Wednesday,3098.77,107,29.6,28.8,497.28,104.69,12.1,0.0,0.63,
2024-09-26,Thursday,4592.36,147,40.4,42.7,678.72,113.67,12.1,0.0,0.12,
2024-09-27,Friday,5624.28,194,52.3,52.3,878.64,107.54,8.9,0.0,0.47,Kaasmarkt
2024-09-28,Saturday,3528.66,128,57.6,32.8,967.68,61.26,8.3,5.2,0.14,
2024-09-29,Sunday,3332.47,119,40.8,31.0,685.44,81.68,15.3,6.2,0.36,
2024-09-30,Monday,2148.24,70,27.1,20.0,455.28,79.27,12.0,0.0,0.33,
2024-10-01,Tuesday,2829.58,92,28.2,26.3,473.76,100.34,13.2,0.0,0.28,
2024-10-02,Wednesday,3853.36,107,29.2,35.8,490.56,131.96,15.6,0.0,0.9,
2024-10-03,Thursday,3650.41,107,34.7,33.9,582.96,105.2,6.7,0.0,0.47,
2024-10-04,Friday,5598.52,196,48.4,52.0,813.12,115.67,9.6,0.0,0.16,
2024-10-05,Saturday,6357.19,188,53.7,59.1,902.16,118.38,12.5,0.0,0.51,
2024-10-06,Sunday,4299.71,129,42.9,40.0,720.72,100.23,13.0,0.0,0.3,
2024-10-07,Monday,2568.07,75,24.2,23.9,406.56,106.12,10.4,2.7,0.39,
2024-10-08,Tuesday,2614.49,90,28.0,24.3,470.4,93.37,14.8,4.8,0.78,
2024-10-09,Wednesday,3975.08,124,24.9,36.9,418.32,159.64,12.0,3.0,0.35,
2024-10-10,Thursday,3415.35,117,36.7,31.7,616.56,93.06,7.3,6.2,0.1,
2024-10-11,Friday,5446.6,181,45.5,50.6,764.4,119.71,8.1,0.0,0.48,
2024-10-12,Saturday,3747.84,128,44.2,34.8,742.56,84.79,13.5,0.0,0.35,
2024-10-13,Sunday,3751.36,135,40.2,34.9,675.36,93.32,12.2,0.0,0.24,
2024-10-14,Monday,2820.05,82,26.5,26.2,445.2,106.42,4.5,0.7,0.39,
2024-10-15,Tuesday,3151.54,116,29.2,29.3,490.56,107.93,14.8,0.0,1.0,
2024-10-16,Wednesday,2915.37,106,29.7,27.1,498.96,98.16,12.2,0.0,0.6,
2024-10-17,Thursday,2747.6,97,37.6,25.5,631.68,73.07,14.5,0.0,0.26,
2024-10-18,Friday,4855.14,165,51.1,45.1,858.48,95.01,8.8,1.1,0.27,
2024-10-19,Saturday,5474.02,162,52.5,50.9,882.0,104.27,8.9,0.0,0.48,
2024-10-20,Sunday,2190.23,99,37.0,20.4,621.6,59.2,6.1,0.0,0.19,
2024-10-21,Monday,2154.93,74,24.3,20.0,408.24,88.68,17.7,0.0,0.82,
2024-10-22,Tuesday,3396.94,97,28.2,31.6,473.76,120.46,8.9,0.0,0.61,
2024-10-23,Wednesday,4025.16,120,30.7,37.4,515.76,131.11,14.4,4.1,1.0,
2024-10-24,Thursday,4038.63,119,37.2,37.5,624.96,108.57,7.1,0.0,0.24,
2024-10-25,Friday,4217.56,136,49.1,39.2,824.88,85.9,9.5,0.0,0.52,
2024-10-26,Saturday,6946.87,218,51.8,64.6,870.24,134.11,3.5,0.0,0.49,
2024-10-27,Sunday,2803.68,106,41.8,26.1,702.24,67.07,7.5,0.0,0.44,
2024-10-28,Monday,1986.12,68,27.6,18.5,463.68,71.96,11.7,10.7,0.0,
2024-10-29,Tuesday,1770.65,65,29.7,16.5,498.96,59.62,4.4,7.6,-0.0,
2024-10-30,Wednesday,4414.81,133,30.8,41.0,517.44,143.34,11.7,3.9,0.04,Halloween
2024-10-31,Thursday,3978.0,130,34.7,37.0,582.96,114.64,9.2,6.8,0.0,Halloween
2024-11-01,Friday,5174.96,159,45.1,48.1,757.68,114.74,4.7,1.0,0.39,
2024-11-02,Saturday,4485.02,164,54.6,41.7,917.28,82.14,6.3,0.0,0.36,
2024-11-03,Sunday,3420.81,114,39.4,31.8,661.92,86.82,6.3,4.4,0.35,
2024-11-04,Monday,2352.05,69,24.9,21.9,418.32,94.46,7.4,2.5,0.18,
2024-11-05,Tuesday,1844.56,63,29.5,17.1,495.6,62.53,5.7,0.0,0.05,
2024-11-06,Wednesday,3026.16,101,33.8,28.1,567.84,89.53,4.7,3.3,0.14,
2024-11-07,Thursday,4133.27,115,37.2,38.4,624.96,111.11,6.2,1.1,0.33,
2024-11-08,Friday,4077.47,134,49.3,37.9,828.24,82.71,3.8,0.0,0.39,
2024-11-09,Saturday,5084.85,154,52.3,47.3,878.64,97.22,2.8,0.0,0.35,
2024-11-10,Sunday,3512.68,118,35.7,32.6,599.76,98.39,6.6,0.0,0.25,
2024-11-11,Monday,2560.96,80,27.7,23.8,465.36,92.45,9.5,4.7,0.29,
2024-11-12,Tuesday,2677.13,79,26.2,24.9,440.16,102.18,1.6,0.0,0.27,
2024-11-13,Wednesday,2311.81,84,27.8,21.5,467.04,83.16,6.4,15.6,0.0,
2024-11-14,Thursday,2913.35,94,38.9,27.1,653.52,74.89,4.2,0.0,0.31,
2024-11-15,Friday,3338.38,113,52.4,31.0,880.32,63.71,3.0,0.0,0.2,
2024-11-16,Saturday,3979.45,134,58.1,37.0,976.08,68.49,8.8,16.7,0.0,
2024-11-17,Sunday,2900.72,101,37.1,27.0,623.28,78.19,4.2,16.0,0.0,
2024-11-18,Monday,2358.95,66,26.6,21.9,446.88,88.68,10.6,0.0,0.24,
2024-11-19,Tuesday,2878.52,72,26.0,26.8,436.8,110.71,3.2,6.4,0.08,
2024-11-20,Wednesday,3300.27,98,30.5,30.7,512.4,108.21,6.8,0.0,0.3,
2024-11-21,Thursday,2984.64,104,38.0,27.7,638.4,78.54,4.7,0.0,0.44,
2024-11-22,Friday,3906.98,137,49.7,36.3,834.96,78.61,2.9,0.0,0.33,
2024-11-23,Saturday,5324.01,164,53.0,49.5,890.4,100.45,7.1,0.0,0.29,
2024-11-24,Sunday,3410.15,111,44.0,31.7,739.2,77.5,4.6,0.0,0.61,
2024-11-25,Monday,1670.17,64,24.4,15.5,409.92,68.45,6.9,0.0,0.32,
2024-11-26,Tuesday,2673.23,78,27.7,24.8,465.36,96.51,4.7,0.0,0.33,
2024-11-27,Wednesday,2256.97,67,33.2,21.0,557.76,67.98,1.3,3.8,0.02,
2024-11-28,Thursday,3187.62,111,35.3,29.6,593.04,90.3,4.3,0.0,0.26,
2024-11-29,Friday,2946.86,108,53.3,27.4,895.44,55.29,4.7,8.3,0.01,
2024-11-30,Saturday,4901.0,165,53.4,45.5,897.12,91.78,7.5,0.0,0.42,
2024-12-01,Sunday,2353.99,103,45.1,21.9,757.68,52.19,1.4,0.0,0.35,
2024-12-02,Monday,2260.06,68,25.1,21.0,421.68,90.04,4.1,5.7,0.0,
2024-12-03,Tuesday,1622.33,63,29.2,15.1,490.56,55.56,-1.4,14.7,0.0,
2024-12-04,Wednesday,2533.56,71,33.2,23.5,557.76,76.31,6.1,14.6,0.0,
2024-12-05,Thursday,4096.96,122,41.4,38.1,695.52,98.96,0.5,0.0,0.31,
2024-12-06,Friday,4032.54,148,49.7,37.5,834.96,81.14,-1.9,0.0,0.32,
2024-12-07,Saturday,5481.36,170,58.7,50.9,986.16,93.38,3.6,0.0,0.24,
2024-12-08,Sunday,3751.49,126,41.3,34.9,693.84,90.84,7.2,0.0,0.37,
2024-12-09,Monday,2462.86,77,30.5,22.9,512.4,80.75,-1.3,0.0,0.27,
2024-12-10,Tuesday,2504.55,88,31.8,23.3,534.24,78.76,0.0,0.0,0.25,
2024-12-11,Wednesday,3111.7,99,32.7,28.9,549.36,95.16,1.0,0.8,0.53,
2024-12-12,Thursday,2567.94,85,46.8,23.9,786.24,54.87,-0.3,6.7,0.1,
2024-12-13,Friday,4076.41,141,52.6,37.9,883.68,77.5,4.5,2.5,0.37,
2024-12-14,Saturday,4721.5,164,59.8,43.9,1004.64,78.95,0.6,0.0,0.35,
2024-12-15,Sunday,4626.15,143,46.0,43.0,772.8,100.57,0.8,1.9,0.37,
2024-12-16,Monday,2198.09,72,24.0,20.4,403.2,91.59,4.9,4.6,0.21,
2024-12-17,Tuesday,2470.91,79,31.9,23.0,535.92,77.46,0.6,0.9,0.45,
2024-12-18,Wednesday,3500.91,110,32.5,32.5,546.0,107.72,4.3,2.9,0.49,
2024-12-19,Thursday,2964.47,103,41.6,27.5,698.88,71.26,-0.3,0.0,0.32,
2024-12-20,Friday,4006.17,138,51.5,37.2,865.2,77.79,-1.1,3.1,0.23,
2024-12-21,Saturday,5110.05,154,51.9,47.5,871.92,98.46,-3.2,2.9,0.2,
2024-12-22,Sunday,3601.38,102,43.7,33.5,734.16,82.41,8.6,0.0,0.0,
2024-12-23,Monday,2464.65,76,27.6,22.9,463.68,89.3,1.6,0.0,0.18,
2024-12-24,Tuesday,0.0,0,0.0,0.0,0.0,,3.3,0.0,0.35,Gesloten
2024-12-25,Wednesday,3724.97,118,31.0,34.6,520.8,120.16,2.4,0.0,0.43,Eerste Kerstdag
2024-12-26,Thursday,3235.05,121,40.4,30.1,678.72,80.08,3.0,5.1,0.02,Tweede Kerstdag
2024-12-27,Friday,3679.25,107,50.2,34.2,843.36,73.29,2.6,0.0,0.49,
2024-12-28,Saturday,4588.12,146,57.7,42.6,969.36,79.52,8.5,0.0,0.51,
2024-12-29,Sunday,2806.34,112,43.0,26.1,722.4,65.26,-1.0,0.0,0.3,
2024-12-30,Monday,1399.16,50,28.3,13.0,475.44,49.44,-2.7,6.0,0.22,
2024-12-31,Tuesday,1060.02,40,30.7,9.9,515.76,34.53,-1.0,4.0,0.36,Oudejaarsavond
2025-01-01,Wednesday,0.0,0,0.0,0.0,0.0,,-2.0,2.8,0.27,Gesloten
2025-01-02,Thursday,2106.09,80,38.9,19.6,653.52,54.14,4.6,1.3,0.16,
2025-01-03,Friday,2775.27,86,45.3,25.8,761.04,61.26,4.8,5.5,0.25,
2025-01-04,Saturday,3178.05,85,60.0,29.5,1008.0,52.97,-0.9,4.0,0.13,
2025-01-05,Sunday,2232.7,72,37.5,20.7,630.0,59.54,-2.3,10.2,0.0,
2025-01-06,Monday,1269.69,45,21.8,11.8,366.24,58.24,1.0,2.1,0.26,
2025-01-07,Tuesday,1873.01,56,30.0,17.4,504.0,62.43,6.5,4.3,0.07,
2025-01-08,Wednesday,1769.93,57,28.8,16.4,483.84,61.46,-7.0,5.6,0.2,
2025-01-09,Thursday,2698.23,78,30.9,25.1,519.12,87.32,3.7,2.4,0.33,
2025-01-10,Friday,3489.95,98,43.6,32.4,732.48,80.04,-1.4,0.0,0.5,
2025-01-11,Saturday,3860.21,110,54.8,35.9,920.64,70.44,5.3,0.0,0.42,
2025-01-12,Sunday,2662.0,74,37.3,24.7,626.64,71.37,-1.4,5.4,0.0,
2025-01-13,Monday,1979.44,52,23.7,18.4,398.16,83.52,1.1,0.0,0.33,
2025-01-14,Tuesday,1691.44,62,27.1,15.7,455.28,62.41,-2.8,0.0,0.46,
2025-01-15,Wednesday,2519.18,72,29.6,23.4,497.28,85.11,-1.1,0.7,0.27,
2025-01-16,Thursday,2937.7,85,29.5,27.3,495.6,99.58,6.4,0.0,0.71,
2025-01-17,Friday,2158.13,72,43.4,20.1,729.12,49.73,4.6,0.0,0.32,
2025-01-18,Saturday,3054.25,101,44.8,28.4,752.64,68.18,0.7,0.0,0.28,
2025-01-19,Sunday,2316.29,79,38.7,21.5,650.16,59.85,-0.8,0.0,0.49,
2025-01-20,Monday,1511.99,48,25.4,14.1,426.72,59.53,-4.0,0.0,0.44,
2025-01-21,Tuesday,1222.09,47,25.2,11.4,423.36,48.5,0.8,0.0,0.35,
2025-01-22,Wednesday,2178.18,70,30.4,20.2,510.72,71.65,2.0,21.3,0.0,
2025-01-23,Thursday,2535.41,78,34.3,23.6,576.24,73.92,1.8,0.0,0.4,
2025-01-24,Friday,2668.4,96,42.9,24.8,720.72,62.2,1.8,0.7,0.42,
2025-01-25,Saturday,3431.89,111,52.3,31.9,878.64,65.62,-1.5,4.0,0.24,
2025-01-26,Sunday,1910.09,74,38.4,17.8,645.12,49.74,1.9,14.1,0.0,
2025-01-27,Monday,1451.73,45,22.6,13.5,379.68,64.24,2.1,1.5,0.33,
2025-01-28,Tuesday,2294.47,60,27.7,21.3,465.36,82.83,6.3,6.3,0.14,
2025-01-29,Wednesday,2251.82,68,28.3,20.9,475.44,79.57,8.2,0.0,0.44,
2025-01-30,Thursday,1997.99,63,35.9,18.6,603.12,55.65,1.8,0.0,0.0,
2025-01-31,Friday,3312.29,94,47.5,30.8,798.0,69.73,-0.1,0.0,0.24,
2025-02-01,Saturday,3763.08,127,49.4,35.0,829.92,76.18,2.2,7.7,0.0,
2025-02-02,Sunday,2677.82,85,39.3,24.9,660.24,68.14,0.5,0.0,0.32,
2025-02-03,Monday,2426.16,66,23.8,22.5,399.84,101.94,0.1,0.0,0.37,
2025-02-04,Tuesday,1968.85,59,30.9,18.3,519.12,63.72,2.3,1.6,0.38,
2025-02-05,Wednesday,3077.22,95,32.9,28.6,552.72,93.53,-0.8,1.2,0.37,
2025-02-06,Thursday,3654.03,97,35.4,34.0,594.72,103.22,4.5,4.7,0.1,
2025-02-07,Friday,3555.58,109,50.8,33.0,853.44,69.99,2.3,0.0,0.35,
2025-02-08,Saturday,3979.19,137,49.8,37.0,836.64,79.9,3.5,4.4,0.35,
2025-02-09,Sunday,3514.48,113,32.2,32.7,540.96,109.15,2.2,0.0,0.27,
2025-02-10,Monday,2085.94,56,28.1,19.4,472.08,74.23,0.5,1.0,0.34,
2025-02-11,Tuesday,2200.15,59,24.0,20.4,403.2,91.67,-0.1,0.0,0.54,
2025-02-12,Wednesday,2784.59,82,31.1,25.9,522.48,89.54,2.2,0.0,0.39,
2025-02-13,Thursday,3488.12,111,32.8,32.4,551.04,106.35,1.3,0.0,0.1,
2025-02-14,Friday,3743.36,105,43.9,34.8,737.52,85.27,3.9,1.5,0.32,
2025-02-15,Saturday,5168.22,148,41.5,48.0,697.2,124.54,3.2,0.0,0.3,
2025-02-16,Sunday,2985.2,98,39.3,27.7,660.24,75.96,-1.1,0.0,0.34,
2025-02-17,Monday,2308.58,59,24.0,21.5,403.2,96.19,3.5,0.0,0.48,
2025-02-18,Tuesday,1891.78,64,27.8,17.6,467.04,68.05,-0.9,0.7,0.37,
2025-02-19,Wednesday,2668.62,78,31.0,24.8,520.8,86.08,1.5,0.0,0.32,
2025-02-20,Thursday,3368.69,104,33.6,31.3,564.48,100.26,2.6,0.0,0.46,
2025-02-21,Friday,3887.29,127,43.2,36.1,725.76,89.98,-3.0,2.8,0.26,
2025-02-22,Saturday,3908.86,122,46.8,36.3,786.24,83.52,4.0,5.7,0.08,
2025-02-23,Sunday,4135.08,124,40.3,38.4,677.04,102.61,4.3,0.0,0.39,
2025-02-24,Monday,1664.79,52,24.8,15.5,416.64,67.13,3.4,0.0,0.38,
2025-02-25,Tuesday,2457.1,74,26.7,22.8,448.56,92.03,2.7,4.7,0.07,
2025-02-26,Wednesday,2394.3,83,28.0,22.3,470.4,85.51,2.9,3.5,0.12,
2025-02-27,Thursday,3519.79,99,34.2,32.7,574.56,102.92,1.1,11.0,0.0,
2025-02-28,Friday,4018.89,134,39.6,37.3,665.28,101.49,3.5,0.0,0.23,
2025-03-01,Saturday,4552.5,161,52.9,42.3,888.72,86.06,2.7,0.0,0.2,
2025-03-02,Sunday,3214.29,106,40.3,29.9,677.04,79.76,4.8,0.4,0.49,
2025-03-03,Monday,2093.59,68,27.3,19.5,458.64,76.69,0.8,0.0,0.32,
2025-03-04,Tuesday,2379.51,71,30.5,22.1,512.4,78.02,5.5,11.8,0.0,
2025-03-05,Wednesday,3499.97,106,30.2,32.5,507.36,115.89,5.3,6.6,0.0,
2025-03-06,Thursday,2452.09,89,38.9,22.8,653.52,63.04,4.5,0.0,0.35,
2025-03-07,Friday,4750.23,143,47.8,44.1,803.04,99.38,3.7,8.5,0.0,
2025-03-08,Saturday,5069.99,160,60.1,47.1,1009.68,84.36,7.0,0.0,0.36,
2025-03-09,Sunday,3380.99,104,40.0,31.4,672.0,84.52,-0.0,2.1,0.15,
2025-03-10,Monday,1766.32,58,24.8,16.4,416.64,71.22,6.9,9.5,0.0,
2025-03-11,Tuesday,2265.08,79,27.9,21.0,468.72,81.19,6.3,0.0,0.27,
2025-03-12,Wednesday,2563.72,76,32.9,23.8,552.72,77.92,6.6,0.0,0.48,
2025-03-13,Thursday,2736.42,81,34.8,25.4,584.64,78.63,7.0,11.1,0.0,
2025-03-14,Friday,4390.01,146,48.4,40.8,813.12,90.7,3.8,0.0,0.22,
2025-03-15,Saturday,4048.83,127,54.1,37.6,908.88,74.84,5.2,1.1,0.42,
2025-03-16,Sunday,3475.96,130,45.4,32.3,762.72,76.56,8.2,4.1,0.13,
2025-03-17,Monday,2301.13,65,22.0,21.4,369.6,104.6,7.6,0.0,0.27,
2025-03-18,Tuesday,2614.26,80,27.2,24.3,456.96,96.11,7.1,0.0,0.4,
2025-03-19,Wednesday,2679.79,89,35.6,24.9,598.08,75.27,1.7,0.0,0.22,
2025-03-20,Thursday,4160.46,109,33.8,38.7,567.84,123.09,8.4,0.0,0.36,
2025-03-21,Friday,4036.03,137,45.6,37.5,766.08,88.51,10.5,3.7,0.0,
